"workerid","trial_type","question","verb.phrase","entire.sentence","specific","noun.phrase","response","tgrep.id","order"
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are fun","babies are fun,","","babies","General","112537:4",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart cheap anyway","well, new cars aren&quotechart cheap anyway,","","new cars","General","46874:11",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are quite different  there in terms of that","and things are quite different  there in terms of that.","privacy","things","Specific","157:6",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are crippled","that way husbands are crippled,","","husbands","General","9738:9",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart exactly professional","well jeans aren&quotechart exactly professional","","jeans","General","41619:7",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are probably the most fickle people in the world","uh, football fans are probably the most fickle people in the world.","","football fans","General","137655:11",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are so messy","uh. rollers are so messy.","paint","rollers","Specific","142815:9",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are around the house a whole lot more than girls","and little boys are around the house a whole lot more than girls.","grandsons","little boys","Specific","116994:8",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","learn at different rates","kids learn at different rates","","kids","General","53689:4",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","don&quotechart require mechanics","diesels don&quotechart require mechanics,","","diesels","General","57573:4",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are okay","uh, uh, blues are okay.","","blues","General","148447:14",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","cost a lot more","well, things cost a lot more.","children","things","Specific","176:9",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are kind of a problem","i mean winters are kind of a problem","","winters","General","67262:12",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are not so good in texas job wise","things are not so good in texas job wise.","jobs","things","Specific","12771:4",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are good all the time","but cats are good all the time.","","cats","General","171:6",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are out","kids are out.","","kids","General","123596:4",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","get so worn down","and nurses get so worn down.","","nurses","General","159568:6",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are just as much of a blessing inside these material things","but kids are just as much of a blessing inside these material things","","kids","General","47743:6",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","get maternity leave and stuff like that","but, you know, women get maternity leave and stuff like that","breeders/child bearers ","women","Specific","131139:18",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart parents any more","parents aren&quotechart parents any more.","","parents","General","36123:4",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are real high maintenances","well, dogs are real high maintenances,","","dogs","General","59934:9",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","have  to be convinced  of that","but men have  to be convinced  of that.","","men","General","28363:6",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are expensive though","lessons are expensive though.","golf","lessons","Specific","142183:4",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are notorious","i mean, school buses are notorious.","","school buses","General","8185:16",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart nearly as frequent","women aren&quotechart nearly as frequent,","","women","General","684:4",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are really high","deductibles are really high,","plan d.","deductibles","Specific","163:4",1
15,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are such a strange configuration anymore","families are such a strange configuration anymore.","","families","General","7279:4",1
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","don&quotechart require mechanics","diesels don&quotechart require mechanics,","","diesels","General","57573:4",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are so messy","uh. rollers are so messy.","","rollers","General","142815:9",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart parents any more","parents aren&quotechart parents any more.","","parents","General","36123:4",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","change","so things change, i guess  .","things related to time/money","things","Specific","1519:8",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are not so good in texas job wise","things are not so good in texas job wise.","employment prospects","things","Specific","12771:4",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are awful here","cockroaches are awful here.","","cockroaches","General","1725:4",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","have  to be convinced  of that","but men have  to be convinced  of that.","","men","General","28363:6",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","get so worn down","and nurses get so worn down.","nurses for elderly patients","nurses","Specific","159568:6",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are kind of a problem","i mean winters are kind of a problem","","winters","General","67262:12",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are expensive though","lessons are expensive though.","golf lessons","lessons","Specific","142183:4",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart cheap anyway","well, new cars aren&quotechart cheap anyway,","","new cars","General","46874:11",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are good all the time","but cats are good all the time.","","cats","General","171:6",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart exactly professional","well jeans aren&quotechart exactly professional","","jeans","General","41619:7",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","cost a lot more","well, things cost a lot more.","things as in necessary expenses for a family","things","Specific","176:9",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","get maternity leave and stuff like that","but, you know, women get maternity leave and stuff like that","women who work","women","Specific","131139:18",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are really high","deductibles are really high,","insurance","deductibles","Specific","163:4",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are fun","babies are fun,","","babies","General","112537:4",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are around the house a whole lot more than girls","and little boys are around the house a whole lot more than girls.","","little boys","General","116994:8",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are quite different  there in terms of that","and things are quite different  there in terms of that.","issues related to privacy","things","Specific","157:6",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart nearly as frequent","women aren&quotechart nearly as frequent,","women at the church","women","Specific","684:4",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","learn at different rates","kids learn at different rates","","kids","General","53689:4",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are real high maintenances","well, dogs are real high maintenances,","","dogs","General","59934:9",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are crippled","that way husbands are crippled,","","husbands","General","9738:9",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are to easy   to get ","quorums are to easy   to get .","","quorums","General","174222:4",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are out","kids are out.","","kids","General","123596:4",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are just as much of a blessing inside these material things","but kids are just as much of a blessing inside these material things","","kids","General","47743:6",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are notorious","i mean, school buses are notorious.","buses in Raleigh","school buses","Specific","8185:16",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are such a strange configuration anymore","families are such a strange configuration anymore.","","families","General","7279:4",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are okay","uh, uh, blues are okay.","blues music","blues","Specific","148447:14",2
16,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are probably the most fickle people in the world","uh, football fans are probably the most fickle people in the world.","","football fans","General","137655:11",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are kind of a problem","i mean winters are kind of a problem","","winters","General","67262:12",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","don&quotechart require mechanics","diesels don&quotechart require mechanics,","diesels","diesels","Specific","57573:4",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are real high maintenances","well, dogs are real high maintenances,","dogs","dogs","Specific","59934:9",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","cost a lot more","well, things cost a lot more.","","things","General","176:9",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are good all the time","but cats are good all the time.","cats","cats","Specific","171:6",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are crippled","that way husbands are crippled,","husbands","husbands","Specific","9738:9",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are such a strange configuration anymore","families are such a strange configuration anymore.","families","families","Specific","7279:4",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are out","kids are out.","kids","kids","Specific","123596:4",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are so messy","uh. rollers are so messy.","rollers","rollers","Specific","142815:9",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are quite different  there in terms of that","and things are quite different  there in terms of that.","","things","General","157:6",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are to easy   to get ","quorums are to easy   to get .","quorums","quorums","Specific","174222:4",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are around the house a whole lot more than girls","and little boys are around the house a whole lot more than girls.","boys","little boys","Specific","116994:8",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart parents any more","parents aren&quotechart parents any more.","parents","parents","Specific","36123:4",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are awful here","cockroaches are awful here.","","cockroaches","General","1725:4",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are okay","uh, uh, blues are okay.","","blues","General","148447:14",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are notorious","i mean, school buses are notorious.","","school buses","General","8185:16",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are probably the most fickle people in the world","uh, football fans are probably the most fickle people in the world.","","football fans","General","137655:11",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are really high","deductibles are really high,","","deductibles","General","163:4",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","change","so things change, i guess  .","","things","General","1519:8",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","get maternity leave and stuff like that","but, you know, women get maternity leave and stuff like that","maternity women","women","Specific","131139:18",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart nearly as frequent","women aren&quotechart nearly as frequent,","","women","General","684:4",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart cheap anyway","well, new cars aren&quotechart cheap anyway,","new cars","new cars","Specific","46874:11",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are expensive though","lessons are expensive though.","","lessons","General","142183:4",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are fun","babies are fun,","","babies","General","112537:4",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","aren&quotechart exactly professional","well jeans aren&quotechart exactly professional","","jeans","General","41619:7",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","get so worn down","and nurses get so worn down.","older nurses","nurses","Specific","159568:6",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","learn at different rates","kids learn at different rates","","kids","General","53689:4",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","have  to be convinced  of that","but men have  to be convinced  of that.","","men","General","28363:6",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are not so good in texas job wise","things are not so good in texas job wise.","","things","General","12771:4",2
17,"single_generic_trial","In the underlined statement, is the speaker talking about [noun phrase] in general or some specific group/kind of [noun phrase]?","are just as much of a blessing inside these material things","but kids are just as much of a blessing inside these material things","","kids","General","47743:6",2
