Item_ID	Noun	NP	Verb	VP	BarePlural	Sentence	Context
149383:44	kids	kids	are	are turning out 	kids	i think  a lot of people are panicked , how kids are turning out  and how things are going for kids  and realizing  they've got  to start  doing something.	###speakerb56.###i think  it's gone to one extreme where the families were just running all different direction ###speakera57.###uh-huh.###speakerb58.###and i think  more people are interested in  spending time with their kids now.###speakera59.###i think so,###and i feel like, you know, like president bush, bush has mentioned quite often, that we are trying  to become a kinder and gentler nation,###and it does begin with the families at home###speakerb6.###yeah.###speakera61.###and so i, i'm a firm believer in that, too.###speakerb62.
149383:66	things	things	are	are going for kids 	things	i think  a lot of people are panicked , how kids are turning out  and how things are going for kids  and realizing  they've got  to start  doing something.	###speakerb56.###i think  it's gone to one extreme where the families were just running all different direction ###speakera57.###uh-huh.###speakerb58.###and i think  more people are interested in  spending time with their kids now.###speakera59.###i think so,###and i feel like, you know, like president bush, bush has mentioned quite often, that we are trying  to become a kinder and gentler nation,###and it does begin with the families at home###speakerb6.###yeah.###speakera61.###and so i, i'm a firm believer in that, too.###speakerb62.
149611:2	rabbits	rabbits	are	are pretty good	rabbits	although i've heard  rabbits are pretty good	###we couldn't allow him to run free,###so, he was just chained  up all the time,###and it was, it was unfortunate.###speakerb54.###sure.###speakera55.###so have you tried any other pets?###speakerb56.###no,###no.### i, i live alone in an apartment,###and, uh, it's, it's not that big that, uh###speakera57.###oh.###speakerb58.
149639:9	rabbits	rabbits	are	are darling	rabbits	well, rabbits are darling.	###speakera65.###oh, my word.###speakerb66.###uh,.###speakera67.###and do they, they just paper train it or something?###speakerb68.###i guess.###speakera69.###speakerb7.###i guess,###yeah,###and i would imagine that they don't have many more than one   to start with , either.###speakera71.###yeah.
15295:19	products	products	are	are getting much better	products	i don't think  products are getting much better though.	###uh-huh.###speakerb34.###but, i,###the only other things that i've ever had trouble with , uh,###i seem  to have a real bad trouble with electric hair dryers, blow dryers.###speakera35.###uh-huh,###they go out a lot?###speakerb36.###yeah,###i've had two or three of those go out.###one was under warranty,###and the other two weren't ,###but, i just,###other than that, you know, t v --s and things like that, i haven't ever had any trouble with .
15645:15	aerobics	bench or step aerobics	have	have kind of taken over	aerobics	but now bench or step aerobics have kind of taken over.	###but i have never done it myself.###have you done that?###speakerb32.###uh, yes,###i have .### in, in atlanta that's, um,###most of the health clubs are all,###speakera33.###oh.###speakerb34.### that's the, that's the in thing.###speakera35.###that's the big thing, huh?###speakerb36.###at first it was just regular aerobics,
15956:14	people	people	want	want  to hear about it	people	i guess  people want  to hear about it.	###we're trying  to get tickets to it right now.###speakerb68.###oh, really?###speakera69.###yeah.###speakerb7.###that's going  to be crazy that time of year here.###speakera71.###speakerb72.###but, uh.###speakera73.###yeah.###speakerb74.###i can't believe, i mean,### they're, they're stretching out the olympic news for that much coverage over,
15156:23	--s	c --s and d --s	are	are going  to come in	--s	and next week, c --s and d --s are going  to come in.	###speakera48.###uh, do you think  it works very good with that random, do you think  it limits,###speakerb49.###well, it's, it exp's hard for me  to, to evaluate it because everybody  i work around  is in an office environment###and, you know, it's not,###i guess  i ha-, haven't run into anybody that 's, that 's had a problem that 's, that 's been a problem.###speakera5.###uh-huh.###speakerb51.###uh, so i gue-, you know, i guess  it works, uh, much like, uh, well, shoot, like any lottery,###i mean, everybody's got an equal chance  to get picked .###speakera52.###uh-huh.###speakerb53.###so, uh, i'd rather ich have that than, you know,  say well, this week the a --s and b --s are going  to be in
152498:93	institutions	institutions	are	are slower  to react both on the growth side and then also on the reduction side where the businesses, we need  to cut back, that's what we do 	institutions	uh, so i, i think  there it's probably a major distinction between institutions and the corporate world in, uh, institutions are slower  to react both on the growth side and then also on the reduction side where the businesses, we need  to cut back, that's what we do .	###uh, that use  to be  i think a couple of years ago,###but i don't know if it is  so much anymore.###in fact, they, we just had a lay off in what november, i guess.###speakera21.###uh-huh.###speakerb22.###but, uh, it wasn't necessarily,###i mean, you know, some people had been there a long time.###speakera23.###yeah,###we are seeing that here as well.###like in some of the large oil companies. there has been massive lay offs.###speakerb24.###uh-huh.###speakera25.
152729:176	attorneys	attorneys	care	care about justice	attorneys	but, i, it exp's taken me a long time  to understand that, uh, lawyers are concerned with the law and not with justice as we think of, you know, as, as novices tend  to think that, uh, attorneys care about justice.	###speakera51.###uh-huh.###speakerb52.###there are times when### is it, uh,###oh goodness, my mind has gone blank###it's, uh, othello.###you know where he says  kill all the lawyers .###speakera53.###speakerb54.###every now and then one is tempted   to see what, what.###speakera55.###yeah,###i agree.###speakerb56.
152773:14	taxes	taxes	are	are high	taxes	i think  taxes are high.	###but, uh, his attorneys gotten him off.###speakera71.###uh-huh.###speakerb72.###uh, the city has dropped their charges against him because their, the attorney has presented enough evidence of doubt  to convince the judge.###so i don't know.###speakera73.###yeah.###uh, this is a little bit of the subject,###but one, one thing that i really dislike , uh, also that 's, that 's new is the, uh, is that i have heard that there are federal sentences,###speakera1.###well jackie, uh, on taxes, i, i guess  i would have  to say, that i, that my opinion is that i do think  americans are paying too much in taxes.###uh, what's your feeling about that ?###speakerb2.###i agree.
152788:4	businesses	businesses	are	are taxed  eight percent	businesses	businesses are taxed  eight percent	###i think  taxes are high.###speakera3.###right,###uh, where you live  do you have a state income tax and a sales tax both?###speakerb4.###oh, yes.###uh-huh.###speakera5.###uh, uh-huh.###in new hampshire we have, uh, uh, no, no, what we call  broad base taxes.###no income tax and no sales tax.###speakerb6.###huh.###speakera7.###uh, we tax business, uh, eight percent,
152868:6	taxes	taxes	get	get raise 	taxes	but taxes get raise 	###yeah.###speakera29.###speakerb3.###i don't know.###i,### don't seem like they are doing much with it,###mumblex i mean there's plans there###and now that they are voting and people, you know, getting into mumblex drug and that stuff.###speakera31.###uh-huh.###speakerb32.###they have nice plans### and, uh, but, they don't always work###and then you know they try  to raise taxes more###and i don't what  happens with all the money because if their plans don't work, you know,
152992:142	stories	today's stories	are	are 	stories	i usually tend  to just, you know, rely on, you know, t v, uh, again, you know, just through the grapevine just, just to know like, you know like what today's stories are 	###speakera5.###that's the one  i watch .###i usually keep up with t v.###i don't,###i am a student###so i really don't have much time   to like read the newspapers and stuff ###speakerb6.###uh-huh.###speakera7.###so i get a lot of stuff through the grapevine which  is really isn't too great sometimes.###speakerb8.###yeah.###speakera9.###speakerb1.###yeah,
15345:19	murders	murders	are	are incredibly lower than the united states	murders	in  comparing per capita murders are incredibly lower than the united states.	###because i mean i do think that some people need them and, like, for protection and stuff###speakera25.###uh-huh.###speakerb26.###and i can understand them wanting  to have them,###but then again it's just like all those nuts out there.###speakera27.###well, you know, uh, uh, no-,###if you are looking at like you know country that, uh, where they do have a lot more gun control , like england and places like that, you know the amount of violent crime has decreased by so much.###speakerb28.###it has ?###because then,###speakera29.###well i mean yeah.### the, uh, the
153578:52	people	people	get	get guns 	people	that kind of i mean it just makes you wonder how people get guns .	###speakerb76.###speakera77.###uh-huh.###speakerb78.###and i just didn't want the responsibility.###speakera79.###um.###speakerb8.###so. well, uh, did you hear about that killeen massacre or whatever?###speakera81.###yeah,### the, did it happen at a cafeteria or something?###speakerb82.###yeah,###right.
153672:9	cars	cars	are	are definitely something that you have  to figure  into your budget. not only for  buying them, but for  keeping them on the road too	cars	uh, cars are definitely something that you have  to figure  into your budget. not only for  buying them, but for  keeping them on the road too.	###speakera23.###yeah.###that's,###i guess  i kind of do a similar thing. more, uh, medium or longer range.###i just have a maybe a targeted amount that i will save for .###like i am,###probably within a year i would like  to buy a new car.###speakerb24.###uh-huh.###speakera25.###so, i kind of have a, an amount in my mind###and i am making every effort  to, to sal-, put a little bit away and increase the amount that i need  for a down payment or whatever.###speakerb26.###uh-huh.###yeah.
15495:27	children	young women, with small children	are	are the ones that i find 	children	you know, young women, with small children are the ones that i find .	###and since i am not a tennis player, uh, you know, i don't get that,###but i am, you know, i am between, i am in my late forties###speakera29.###uh-huh.###speakerb3.###so, uh, there aren't many people, you know, that  want  to do that.###speakera31.###oh.###speakerb32.###most of the people that  are in the classes are young mothers. you know, with with children between the ages,###speakera33.###oh yeah###young mothers or,###speakerb34.###young mothers.
155:14	people	people	are	are always saying to me, how do you stay thin 	people	i mean, people are always saying to me, how do you stay thin 	###i don't have a problem.###i know  i have  to do more aerobics,###but i don't have a problem with weight.###i could eat all day and not gain an ounce.###speakerb48.###well see, that's, that's th-, really good###and i think  that keeps a lot, some people from  exercising.###speakera49.###uh-huh.###speakerb5.###i mean, i don't have a problem with weight either,###but i think  i don't have a problem because i exercise. you know###speakera51.###you do exercise.###speakerb52.
157583:94	businesses	businesses	create	create jobs	businesses	and the, what people need  to understand  in my opinion, now this is just my opinion, okay, uh, is that businesses create jobs and jobs create income and income pays taxes.	###yeah,### the, the, the income tax is a lot more visible portion of the taxes  you pay , i guess  .###speakerb42.###but you probably pay more ich percentage wise in other taxes.###speakera43.###uh-huh.###there was that,###speakerb44.###speakera45.###which  can-,###was it jerry brown,###one of the democratic candidates had a proposal for  doing away with all the, the tax codes  they have  now and implementing a f-, i think a flat percentage, something like that.###speakerb46.###yeah,###if you impl-, implemented a flat percentage, it would encourage people, uh,  to make more money
157583:16	jobs	jobs	create	create income	jobs	and the, what people need  to understand  in my opinion, now this is just my opinion, okay, uh, is that businesses create jobs and jobs create income and income pays taxes.	###yeah,### the, the, the income tax is a lot more visible portion of the taxes  you pay , i guess  .###speakerb42.###but you probably pay more ich percentage wise in other taxes.###speakera43.###uh-huh.###there was that,###speakerb44.###speakera45.###which  can-,###was it jerry brown,###one of the democratic candidates had a proposal for  doing away with all the, the tax codes  they have  now and implementing a f-, i think a flat percentage, something like that.###speakerb46.###yeah,###if you impl-, implemented a flat percentage, it would encourage people, uh,  to make more money
157587:3	people	business people	are	are smart enough  to say, here's  my break point	people	and, so, if they penalize businesses, business people are smart enough  to say, here's  my break point,	###speakera43.###uh-huh.###there was that,###speakerb44.###speakera45.###which  can-,###was it jerry brown,###one of the democratic candidates had a proposal for  doing away with all the, the tax codes  they have  now and implementing a f-, i think a flat percentage, something like that.###speakerb46.###yeah,###if you impl-, implemented a flat percentage, it would encourage people, uh,  to make more money###and the, what people need  to understand  in my opinion, now this is just my opinion, okay, uh, is that businesses create jobs and jobs create income and income pays taxes.###speakera47.###uh-huh.###speakerb48.
157662:116	people	people	stand	stand 	people	well, the people  i know  who  have served have said that usually what  ends up  happening is that, you know, after initially  finding out where people stand , that the whole deliberation usually results, if there is a, you know, something like a nine, three or, or more severe and, and the people in the majority trying  to convince the minority that they're right	###but,###speakerb13.###i would like  to do that.###i've been out here twenty some years###and i've been called , uh, three different times,###but i've never actually even made it into the, the jury box. and, because there have always been a number of people###speakera14.###oh.###speakerb15.### and, and i've never gotten up there  to answer any of the questions.###uh, i,###yeah,###i also think  that would be really good.###i,###speakera16.
157673:16	people	people	are	are changing their minds for the wrong reasons	people	and in some cases if it's a long trial, the desire ich of people  to get out of there and not be stuck  in there for a very long time, that people are changing their minds for the wrong reasons.	###yeah,###i also think  that would be really good.###i,###speakera16.###well, the people  i know  who  have served have said that usually what  ends up  happening is that, you know, after initially  finding out where people stand , that the whole deliberation usually results, if there is a, you know, something like a nine, three or, or more severe and, and the people in the majority trying  to convince the minority that they're right###speakerb17.###uh-huh.###speakera18.###and in fact, i'm not sure that that's any more, uh, liable  to get rid  of the reasonable doubt than, than anything else.###speakerb19.###well, the, the one thing that i know   does seem  to happen from people  i've talked to  on this, is that in the situation  you just said  where it's nine to three, or some such number , that there's, an effect   starts  being that there's starts  being a lot of peer pressure going on###speakera2.###uh-huh.###speakerb21.###and that that, uh, peer pressure,
158267:12	people	people	say	say that	people	i mean people say that,	###speakera17.###so.###speakerb18.###uh, th-, the other argument is that the death penalty is a deterrent###and i really don't, uh, agree with that.###i don't think  anyone who  would commit a, uh, a crime that  would get them the death penalty would stop at the moment and say, well, i was about  to kill and dismember this person###but, oh, if they catch me they're going  to kill me###so i better not do it.### i, i just, don't think that, uh, that it works that way.###speakera19.###yeah.###speakerb2.###speakera21.###i don't think  it's done .###i don't think  we run it as a deterrent.
159568:6	nurses	nurses	get	get so worn down	nurses	and nurses get so worn down.	###speakerb45.###speakera46.###right.###speakerb47.###an elderly person can, you know,###it's like a newborn baby.###you need  to have twenty-four hour care uh, answering all the needs cause they can't do much for themselves at certain points.###speakera48.###uh-huh.###speakerb49.###speakera5.###right.###speakerb51.###speakera52.###right.
163:4	deductibles	deductibles	are	are really high	deductibles	deductibles are really high,	###speakerb18.###speakera19.###huh, well, i guess  what we have  is like a f-, what they call  a flex benefits plan where you, you get like a certain amount of dollars and then you spend it on a cafeteria of whatever you want or need  .###otherwise you can, uh,  guess  you can put, also put money, hold money back and then either use or lose it and that doesn't get taxed  or can just have that money, you know, put  in your paycheck.###speakerb2.###yeah,###we have one of those  use it or lose it plans ich, too, where, uh, they'll basically pay for, uh, you know, child care type, uh, expenses .###i can send in a, uh, can send in a request for payment### and they'll, uh, and they'll send me, you know a check for the amount  they withheld .###that's pretty good, you know.### it's, uh, it saves a third off on taxes or something.###speakera21.###yeah,###well, it depends on which company you work for .###i know that, like, the, the, the one plan that everyone seems  to be in , in my place is, uh, you know, you, uh,  think  you call it rnr plan d.
1679:53	companies	companies	do	don't stay afloat that long	companies	especially in the kind of engineering job  i'm in , you know, companies don't stay afloat that long,	###my place you get two weeks when you start ###and then every, every year they give you an extra day until you've got four weeks.###speakera31.###oh, that's nice.###we don't get them till, till your seventh year of service till you get an extra week.###speakerb32.###aye.###speakera33.###speakerb34.###that's a long time.###speakera35.###yeah,###it's, uh,###speakerb36.###yeah,
16996:46	people	people	lose	lose their jobs	people	if the, if the, if people lose their jobs, then they become a load	###right.###speakera71.###but, you know, the other thing is,  it's tricky, though,###because like in new hampshire, they say, oh, all right,  let's cut the military budget.###speakerb72.###right.###speakera73.###well, yeah,###then, you lose half your jobs in new hampshire###speakerb74.###uh-huh.###speakera75.###you lose,###grotten connecticut goes,###so, you know, it's like, you know, it exp's very tricky  to balance that stuff off, because then you hurt, you know,
16132:17	ferrets	ferrets	are	are outlawed  in the town	ferrets	now it's like ferrets are outlawed  in the town.	###oh, okay.###speakera17.###speakerb18.###oh, okay.###speakera19.###speakerb11.###uh-huh.###speakera111.###i mean, these people had left this infant in the same room with this loose ferret.### the, the ferret is used to  running the house and was kind of wild###speakerb112.###uh-huh.###speakera113.###and, you know, they should expect something like that to happen.###and so bas-,
161493:18	people	people	have	have picked up on it	people	but, you know, people have picked up on it.	###it's, a lot of people l-, like, saying that, you know, bands in that position, you know, sold out.###speakerb2.###uh-huh.###speakera21.###i think  that's pretty much, you know, bull.###because r e m really hasn't changed.###if,### it's, it's interesting.###speakerb22.###speakera23.###they're producing, uh, similar music###and it's good music###speakerb24.###uh-huh.###speakera25.
1628:24	people	people	have	have given up the thought that rehabilitation's possible	people	you said that perhaps, uh, people have given up the thought that rehabilitation's possible	###yeah.###speakera49.###but, well, she had decided that it was, when we came back to the states , she decided that it was too,###she didn't feel that public schools were s-, were safe,###so next thing  you know  she's teaching in a maximum security prison.###speakerb5.###yeah,###right.###speakera51.###but, uh,###speakerb52.###well, at least it's maximum security, right.###speakera53.###yeah.### but, but the point that was, that it, you know,
16318:4	criminals	criminals	have	have none of these things	criminals	criminals have none of these things.	###that may very well be.###speakerb12.### i, i hold it in the utmost contempt.###speakera13.###uh,###speakerb14.### the, uh, d-, my favorite is the police department,###they're not aimed  at the criminal.###the judicial system is aimed  at the citizens###because you and i, we have work schedules,###we can be called  at work,###we have social security numbers,###they can trace us down,###we have telephones,###then we have checkbooks.
163741:22	people	people	keep	keep their money	people	or you can hope that if people keep their money that they'll spend more and create jobs and, and whatnot.	###at least at the end.###speakera31.###uh-huh.###i mean, i don't know,###i,###speakerb32.###yeah,### i-, i-, they were very good at first,###they were in very good financials at first###and, uh, that's part of the reason  he became a nominee  is because things went so well.###and then, of course, the bottom fell out.###speakera33.### it's, uh, i mean, it's, it's tough.###i mean, there's, there's two ways  you can kind of go   to get out of tough financial situations.###i guess  you can like raise taxes and then create like job programs and whatnot
16398:64	things	things	are	are working now 	things	so it's, it's, it exp's really backwards how things are working now 	### you hear a, you hear a paula abdul song###and you,###and i think,  if somebody else were  to play that, you know, they wouldn't, they, nobody, everybody would think, that's lousy,###but because she did it, it's supposed  to be good, you know,###it comes to the point where it's your name, not what you do   more than anything.###speakera53.###right.###speakerb54.###madonna can do anything###and it would be considered  good because it's madonna, you know.###speakera55.###right.###speakerb56.###madonna could start  playing folk music###and folk music would be huge just because madonna does it,
16498:95	people	people	leave	leave the door open, you know, while they're upstairs  playing music	people	and, they could, uh, they could get in pretty easy and, and especially, uh, since there are bedrooms upstairs and people leave the door open, you know, while they're upstairs  playing music,	###speakerb3.###right.###speakera31.###but, even so, it, i mean, it's, it exp's still difficult for me to convince my apartment mates to, to like lock the doors when they go out , you know, and things like that.###speakerb32.###yeah.###speakera33.###speakerb34.###uh-huh.###speakera35.###uh, it exp would be so easy for someone who  is motivated  to do so to just, you know, sit out back, take a look at when people are here  and when they're not   just come in, you know,###speakerb36.###uh-huh.###speakera37.###there's a t v and a v c r
16419:25	eights	v eights	seem	seem  to be a return to the days of, you know, ten or twelve miles a gallon	eights	and, uh, you know, v eights seem  to be a return to the days of, you know, ten or twelve miles a gallon.	###speakerb26.###sure.###speakera27.###something that  will carry it around careful, i guess   is best, best way   to describe it .###right now, we've got a v six###and it, that seems  to be just fine.###i know  they s-, they're coming out with some v eight now###and i think  that's probably a little over kill for this day and age.###speakerb28.###yeah,###i was surprised  to hear that the v eights are coming back,###so, they've got some pretty powerful sixes.###speakera29.###uh-huh.###speakerb3.
164292:11	people	so many people	use	use it	people	i, i, i wonder if, uh, if drug use is a more prevalent crime, though, because, i mean, so many people use it,	###so i know  i'd be happy with a, a reasonable, uh, four door.###you know, again, we've, we've got the same issue with  getting kids into the,###speakera1.###what kind of crime do you think, uh,   is the most prevalent in our society?###speakerb2.###oh, boy, probably, uh, robberies, people stealing from each other.###speakera3.###such as new york city?###speakerb4.###is that what  happens up there a lot?###uh, th-, that, that's mostly what i hear , though, is people getting ripped  off and things getting stolen .###that's the most prevalent crime. uh, the ones that  really, you know, the ones that  really add up after a while, i guess, you know, from, s-, far as insurance money and stuff like that, insurance costs.###you know, everybody has  to pay for it indirectly eventually.###speakera5.###yeah,
16632:9	people	people	are	aren't really, you know, eco conscious 	people	where people aren't really, you know, eco conscious . it's just the fact that it's something  they have  to do .	###well, here they and,###uh,  live in an apartment complex.###speakera5.###uh-huh.###speakerb6.###and they only have one set of recycling bins, one or two sets as opposed to a set at each of the dumpsters.###so a lot of the people who  live up front don't bother  to recycle because, you know, it exp's too far  to carry the stuff to the other bins.###speakera7.### i, i know  a lot, i think  a lot of, uh, the, the issues with regard to recycling are that, uh, people have  to be motivated  to do, to do something like that because it does take extra effort.###whether### and, and i think that, and i know  massachusetts has,###a bottle bill was passed ###and we have had a bottle bill for quite a few years now,###and the majority of the incentive in  recycling bottles probably,  believe it or not, is just  to get the extra nickel at the, uh, the store and not, uh,###that's the majority of people that i know of  anyways.
1664:13	people	people	need	need  to be more conscious of it	people	but, uh, people need  to be more conscious of it.	### i, i know  a lot, i think  a lot of, uh, the, the issues with regard to recycling are that, uh, people have  to be motivated  to do, to do something like that because it does take extra effort.###whether### and, and i think that, and i know  massachusetts has,###a bottle bill was passed ###and we have had a bottle bill for quite a few years now,###and the majority of the incentive in  recycling bottles probably,  believe it or not, is just  to get the extra nickel at the, uh, the store and not, uh,###that's the majority of people that i know of  anyways.###where people aren't really, you know, eco conscious . it's just the fact that it's something  they have  to do .###and i'm not going  to throw a bottle away,###it's like  throwing a nickel away.###that type of thing.###speakerb8.###right.### they, th-, here they're trying  to push through a bill###speakera9.
16679:8	books	phone books	are	are a large volume of annual trash	books	and phone books are a large volume of annual trash.	###yeah.###speakerb16.###speakera17.### th-, there definitely has  to be a motivation factor###and i know that, at w-, where i work ,###i work for a defense contractor.###and there's a big push on for  recycling, uh, paper materials, you know, computer output paper and also  to decrease the amount of, uh, styrofoam usage because of the, uh, the process involved in styrofoam and, and the whole eco issue and that.### and, and they're very proactive###and, uh, matter of fact, they give you discounts if you use, uh, china wear rather than, uh, styrofoam stuff,### so. so, i-, i-, it's incentives like that that  get people people more conscious of it.###i think  that's, that's what they need  to do .  be more proactive like that.###speakerb18.###uh, i know, uh, i believe  it was last year that they actually collected the old phone books .### uh, usually have them come from mumblex you know, projects  to collect old ones.### usually just get dumped  out with the trash.
16618:36	changes	social changes	go	go 	changes	well, i would say  as, far as social changes go , uh, i think   families were more together.	###speakerb22.###they contain the glue and stuff###and they used  to have  to take out all the, uh, pages and then cut the spine off  to be able  to recycle them.###speakera23.###yeah.###speakerb24.###now i think  they've come up with some way of, uh,  pulling the glue out.###speakera25.###yeah.###okay.###speakera1.###uh,  let's see.###how about, uh,  let's see, about ten years ago,###uh, what do you think   was different ich ten years ago from now?###speakerb2.
166168:85	families	families	are	are concerned	families	it's just a matter where priorities are, at placed  . and that, uh, usually as far as families are concerned, there used  to be just one person working and usually the other parent was home.	###i'm twenty-eight.###speakerb22.###twenty-eight.###okay,###i'm twenty-three.###speakera23.###yeah.###speakerb24.###so there's maybe a five year gap between us.###speakera25.###yeah.###speakerb26.###so, uh.###speakera27.### i just, i think that things were a bit, were, have been busy all along.
166244:11	people	people	want	want all of that	people	but, uh people want all of that	###speakerb58.###uh-huh.###speakera59.###speakerb6.###okay.###speakera61.###so.###i mean i have met people that, uh, both that, that  just want  to maintain a, the standard of living and those that, that  really need the job.###speakerb62.###okay.###and then, sometimes i, i often, uh, find that maybe there's so many different things available to us. yo-, a microwave, a v c r, a answering machine a, you know, a special, a dishwasher, uh, a refrigerator and some of those items, um, for the, for the, uh,###speakera63.###uh-huh.###speakerb64.###well i guess  we're sticking more to social changes
167132:4	corporations	corporations	have	have  to 	corporations	corporations have  to ,	###is pennsylvania kind of out of line there?###speakera2.###well, actually, i don't think  they're out of line.### de-, devil's advocate possibly,###but it, you are trying  to avoid  paying taxes###and whe-, whether or not you agree with that law, i-, you're still circumventing it.###you are legal in, in your circumvention of that law.###speakerb3.### what, what if you're not doing it in order  to circumvent the law though?###i mean what if you don't even realize that you're subject to  paying, uh, income tax on something that you purchase  mail order?###speakera4.###really, i, i, i don't think  that's a valid argument.###i think that most people are quite aware  they're not paying that six percent sales tax.###um, s-, s-, naturally some, some things you just can't find  in your local k-mart or, or, uh, bryn mawr stereo dealer.###uh, but th-, th-, th-, then why  not pay, pay the sales tax  mumblex.
167158:22	businesses	businesses	do	do  at the present	businesses	which  is exactly what businesses do  at the present.	### i don't, i don't think that that's my responsibility as a, as a conscientious consumer.###speakera8.### i, i'll agree  it, it's not your responsibility### but, b-, is it exp also legal, for you to do that?###speakerb9.###speakera1.### w-, w-, fr-, from what i understand  from v-, v-, various net readings, i-, i-, it, the federal government is going  to try  to legislate a more aggressive enforcement of state tax schemes, uh, in, into place in the next few years.### it is, it is a lost revenue stream right now###and states c-, can use all the revenue  they can get .### with some, with something like that, d-, do your arguments still apply?###speakerb11.###well, i think that if, if policy is established  rnr and if a mechanism is put  into place rnr  to promote the collection of taxes in this fashion, then i don't argue with it.###because it exp's not a burden on the consumer  to remember that oh, i bought this out of state.###i need  to xerox the receipt and make out a check for six percent and send it to pennsylvania.###speakera12.
167161:29	businesses	businesses	do	do that	businesses	but  the point is  is that businesses do that.	### but, b-, is it exp also legal, for you to do that?###speakerb9.###speakera1.### w-, w-, fr-, from what i understand  from v-, v-, various net readings, i-, i-, it, the federal government is going  to try  to legislate a more aggressive enforcement of state tax schemes, uh, in, into place in the next few years.### it is, it is a lost revenue stream right now###and states c-, can use all the revenue  they can get .### with some, with something like that, d-, do your arguments still apply?###speakerb11.###well, i think that if, if policy is established  rnr and if a mechanism is put  into place rnr  to promote the collection of taxes in this fashion, then i don't argue with it.###because it exp's not a burden on the consumer  to remember that oh, i bought this out of state.###i need  to xerox the receipt and make out a check for six percent and send it to pennsylvania.###speakera12.###which  is exactly what businesses do  at the present.###speakerb13.###right.
168919:22	drugs	drugs	are	are illegal	drugs	i mean i know  drugs are illegal.	###uh-huh,###uh-huh.###speakera5.###and i don't know,###i don't know how much the stuff actually, what they actually have  in there###but i know  they use that, i mean they sell those,###speakerb6.###huh.###speakera7.###speakerb8.###well what about, uh, required drug testing, uh, as a, uh, condition of employment?###speakera9.###yeah,### that was, that, that was the other one  i was thinking of .###i think  that's, uh,
169216:21	people	people	are	are pretty conscientious about it	people	i think  given that people are pretty conscientious about it, that's a good way   to, to work it , with a neighborhood watch.	###uh, we've been broken into  in my apartment about four times in like two and a half weeks.###speakera27.###oh, no.###speakerb28.###and one of the things that i, i helped  organize  was a neighborhood watch type situation down there.###speakera29.###uh-huh.###speakerb3.###uh, because they were just,###it's one of those things where the new thing is that they operate in the daylight because everybody went to work , you know,###speakera31.###uh-huh.###speakerb32.###and then the houses were left  unguarded ,###uh, but yeah,
169466:54	people	intelligent people	read	read these things	people	i, i'm, i totally concede that intelligent people read these things and intelligent people write them.	###and i think  the same thing is true with news.###if you want  to just have an idea as to what 's going on, most papers, a-, and especially the better papers, the, the times, the wall street journal, the washington post give you a reasonable idea.###speakera29.###uh-huh.###speakerb3.###speakera31.###yeah.###speakerb32.###if you were deeply involved in it, then you immediately realize that what they print  is stuff that you probably knew  already and the stuff that you want  they're not printing  because the average person doesn't need or want  to know that much.###speakera33.###right.### doesn't want,###speakerb34.###speakera35.### let me ask, by the way, just for the record.
169466:7	people	intelligent people	write	write them	people	i, i'm, i totally concede that intelligent people read these things and intelligent people write them.	###and i think  the same thing is true with news.###if you want  to just have an idea as to what 's going on, most papers, a-, and especially the better papers, the, the times, the wall street journal, the washington post give you a reasonable idea.###speakera29.###uh-huh.###speakerb3.###speakera31.###yeah.###speakerb32.###if you were deeply involved in it, then you immediately realize that what they print  is stuff that you probably knew  already and the stuff that you want  they're not printing  because the average person doesn't need or want  to know that much.###speakera33.###right.### doesn't want,###speakerb34.###speakera35.### let me ask, by the way, just for the record.
169668:36	people	several cases where people have been executed  by mistake 	have	have been executed  by mistake 	people	but i guess  there have been several cases where people have been executed  by mistake 	###uh, i guess, kind of  the way  i think about it  also, is  they just,###speakera47.###speakerb48.###if somebody gets the death penalty, they're, they're judged  guilty,###they got the death penalty,###they should have one year and one appeal. cover all their bases with one appeal###and if not, you know,  don't, don't let them sit up there on death row for, you know, fifteen years.###speakera49.###yeah.###i think  this particular case has been like ten or fifteen years.###speakerb5.###uh-huh.###yeah,###that,###speakera51.
17113:1	people	other people	live	live 	people	but, really, i'm, i happy, i, i, well i'm curious how other people live .	###and, uh, i've been divorced for, um, eighteen years.###but i've two kids and all.###but i, uh, i, i've never had a budget###and i don't, uh, do any planning###and i don't know,###speakerb4.###speakera5.###mumblex i don't, uh, uh, i don't have a long-term financial plan.###i don't try  to control my expenses.###speakerb6.###speakera7.###but i'm, i'm glad  you're a stranger.###speakerb8.###that sounds kind of like me.###speakera9.
17486:9	things	things	do	don't go right 	things	when things don't go right , she just calls one of them, you know.	###i'm in my forties, like i say###and i have a brother in his twenties.###speakera22.###uh-huh.###speakerb23.###and i was, i was the youngest.###speakera24.###yeah.###speakerb25.###so i understand how that worked .###and he was treated  like he had five fathers or something.###speakera26.###right.###that's exactly how it is , you know.###she's got all these sisters and her brother  to take care of her.
176:9	things	things	cost	cost a lot more	things	well, things cost a lot more.	###i mean, there were five of us###and i don't recall, you know,  wanting anything in particular.###uh, but i don't know how my father did it .###he worked at a truck line###and he just didn't make that kind of money with five children.###but we did okay.###we had a house and a home and,###but now, my wife and i both work###and we don't, i don't believe  we have as much as my parents did###and we only have one child.###speakera6.###really?###speakerb61.###uh-huh.###speakera62.
