workerid,rt,trial_type,tgrep_id,trialNum,verb phrase,entire sentence,VP,verb,noun phrase,context,NP,freq,tgrep id,e1,e3,e2
16,5032,NA,149639:09:00,7,NA,NA,are darling,NA,NA,NA,cat,0.12,NA,NA,NA,NA
16,5032,NA,149639:09:00,7,NA,NA,are darling,NA,NA,NA,bird,0.12,NA,NA,NA,NA
16,6289,NA,9738:09:00,8,NA,NA,are crippled,NA,NA,NA,wives,0.08,NA,NA,NA,NA
16,6289,NA,9738:09:00,8,NA,NA,are crippled,NA,NA,NA,grandparents,0.17,NA,NA,NA,NA
16,6289,NA,9738:09:00,8,NA,NA,are crippled,NA,NA,NA,women,0.09,NA,NA,NA,NA
16,4632,NA,59934:09:00,9,NA,NA,are real high maintenances,NA,NA,NA,cat,0.41,NA,NA,NA,NA
16,4632,NA,59934:09:00,9,NA,NA,are real high maintenances,NA,NA,NA,fish,0.01,NA,NA,NA,NA
16,4632,NA,59934:09:00,9,NA,NA,are real high maintenances,NA,NA,NA,bird,0.04,NA,NA,NA,NA
16,7007,NA,171:06:00,10,NA,NA,are good all the time,NA,NA,NA,dogs,0.16,NA,NA,NA,NA
16,7007,NA,171:06:00,10,NA,NA,are good all the time,NA,NA,NA,birds,0.3,NA,NA,NA,NA
16,7007,NA,171:06:00,10,NA,NA,are good all the time,NA,NA,NA,fish,0.66,NA,NA,NA,NA
16,6129,NA,8185:16:00,11,NA,NA,are notorious,NA,NA,NA,cars,0.1,NA,NA,NA,NA
16,6129,NA,8185:16:00,11,NA,NA,are notorious,NA,NA,NA,bikes,0.02,NA,NA,NA,NA
16,6129,NA,8185:16:00,11,NA,NA,are notorious,NA,NA,NA,trains,0,NA,NA,NA,NA
16,6769,NA,67262:12:00,12,NA,NA,are kind of a problem,NA,NA,NA,summers,0.22,NA,NA,NA,NA
16,6769,NA,67262:12:00,12,NA,NA,are kind of a problem,NA,NA,NA,springs,0.36,NA,NA,NA,NA
16,6769,NA,67262:12:00,12,NA,NA,are kind of a problem,NA,NA,NA,falls,0.29,NA,NA,NA,NA
16,6750,NA,28363:06:00,13,NA,NA,have  to be convinced  of that,NA,NA,NA,women,0.33,NA,NA,NA,NA
16,6750,NA,28363:06:00,13,NA,NA,have  to be convinced  of that,NA,NA,NA,husbands,0.27,NA,NA,NA,NA
16,6750,NA,28363:06:00,13,NA,NA,have  to be convinced  of that,NA,NA,NA,wives,0.42,NA,NA,NA,NA
16,7665,NA,148447:14:00,14,NA,NA,are okay,NA,NA,NA,rock,0.42,NA,NA,NA,NA
16,7665,NA,148447:14:00,14,NA,NA,are okay,NA,NA,NA,classical,0.7,NA,NA,NA,NA
16,7665,NA,148447:14:00,14,NA,NA,are okay,NA,NA,NA,hip hop,0.29,NA,NA,NA,NA
16,6321,NA,27281:09:00,15,NA,NA,help  create that,NA,NA,NA,doctors,0.26,NA,NA,NA,NA
16,6321,NA,27281:09:00,15,NA,NA,help  create that,NA,NA,NA,police,0.11,NA,NA,NA,NA
16,6321,NA,27281:09:00,15,NA,NA,help  create that,NA,NA,NA,firefighters,0.12,NA,NA,NA,NA
16,8447,NA,16679:08:00,16,NA,NA,are a large volume of annual trash,NA,NA,NA,old socks,0.06,NA,NA,NA,NA
16,8447,NA,16679:08:00,16,NA,NA,are a large volume of annual trash,NA,NA,NA,food rines,0.16,NA,NA,NA,NA
16,8447,NA,16679:08:00,16,NA,NA,are a large volume of annual trash,NA,NA,NA,clippings,0.06,NA,NA,NA,NA
16,6143,NA,47743:06:00,17,NA,NA,are just as much of a blessing inside these material things,NA,NA,NA,adults,0.2,NA,NA,NA,NA
16,6143,NA,47743:06:00,17,NA,NA,are just as much of a blessing inside these material things,NA,NA,NA,grandparents,0.38,NA,NA,NA,NA
16,6143,NA,47743:06:00,17,NA,NA,are just as much of a blessing inside these material things,NA,NA,NA,teens,0.1,NA,NA,NA,NA
16,5561,NA,113118:08:00,18,NA,NA,aren&quotechart none too shallow these days anyway,NA,NA,NA,transfer fee,0,NA,NA,NA,NA
16,5561,NA,113118:08:00,18,NA,NA,aren&quotechart none too shallow these days anyway,NA,NA,NA,early termination,0,NA,NA,NA,NA
16,5561,NA,113118:08:00,18,NA,NA,aren&quotechart none too shallow these days anyway,NA,NA,NA,convenience,0,NA,NA,NA,NA
17,NA,single_generic_trial,NA,NA,help  create that,"well, lawyers help  create that.",NA,help,lawyers,"###speakerb148.###speakera149.### i mean, i, i mean teachers are so afraid  now of  even saying something, to students because they&quotecharre going get, they&quotecharre going  to get complaints or they&quotecharre going  to get sued  or something.###speakerb15.###uh-huh.###speakera151.###speakerb152.###it&quotechars like doctors in lawsuits,###speakera153.###oh yeah.###speakerb154.###you know, they&quotecharre kind of fearful of, everything.###speakera155.###speakerb156.###speakera157.",NA,NA,27281:09:00,Doctors,Politicians,Electricians
17,NA,single_generic_trial,NA,NA,are notorious,"i mean, school buses are notorious.",NA,are,school buses,"###well,###speakera71.###speakerb72.###supposedly that&quotechars supposed  to catch it.###but i&quotecharll tell you what,###and even these buses, oh lord, it real bad.###these buses in raleigh,###speakera73.###yeah,###school buses and the commercial buses,###speakerb74.###oh, yeah.###speakera75.###yeah.###speakerb76.",NA,NA,8185:16:00,Trains,Planes,Taxis
17,NA,single_generic_trial,NA,NA,are probably the most fickle people in the world,"uh, football fans are probably the most fickle people in the world.",NA,are,football fans,"###and so pretty fast turnaround.###but this year they made it to playoffs###and today was  the first game###and they beat the chicago bears###so everybody&quotechars really going crazy, you know, down here.###speakerb22.###i&quotecharll bet  they are .###speakera23.###they&quotecharre going crazy,### so, so they turned it around,###but, you know, they have a lot of young exciting players now, uh,###i mean, everybody was real upset, you know, when they fired tom landry ,###but, you know, now it&quotechars like, you know, they&quotecharre doing good###so everybody&quotechars forgotten about that.###speakerb24.",NA,NA,137655:11:00,Soccer fans,Movie buffs,Nascar fans
17,NA,single_generic_trial,NA,NA,are okay,"uh, uh, blues are okay.",NA,are,blues,"###speakerb44.###oh, yeah?###speakera45.###so, uh, that&quotechars where my two, my two listening enjoyments are ,###but, you know, jazz can get on my nerves after a while.###uh, you can&quotechart just listen to it, you know, to, uh, especially a lot of the deeper stuff,###you just can&quotechart listen to it for enjoyment unless you&quotecharre. yeah, unless, unless you&quotecharre playing it,###speakerb46.###it&quotechars too, um, uh,###you have  to concentrate on it, it seems  .###speakera47.### it just, it just doesn&quotechart do anything.###speakerb48.###what about the blues or something like that?###speakera49.",NA,NA,148447:14:00,Rock,Country,Pop
17,NA,single_generic_trial,NA,NA,are real high maintenances,"well, dogs are real high maintenances,",NA,are,dogs,"###uh-huh.###speakera17.###um, but we, um, we house sat for a, um, my, um, my wife&quotechars boss a couple weeks ago###and, um, uh, he has a dog and everything,### we were, you know, we were sitting the dog and everything###and, uh, i felt like just miserable all weekend###and it really didn&quotechart dawn on me until sunday,###it was like, hey, maybe you&quotecharre still allergic to the dog.###it was like, oh, that could be it.###speakerb18.###the thing   i don&quotechart like  about dogs sometimes is that the house will just reek, of the dogs, and constantly.###speakera19.###yeah.###speakerb2.###speakera21.",NA,NA,59934:09:00,cats,Hamster,reptiles
17,NA,single_generic_trial,NA,NA,are so messy,uh. rollers are so messy.,NA,are,rollers,"###it was like over two hundred dollars worth of free stuff.###speakera115.###oh, my word.###speakerb116.###speakera117.###oh, my word.###well, he really saved in that way.###speakerb118.###yeah.###speakera119.###but, yeah,###i think  we are going  to do, uh, another bathroom,###but i think  i will probably just do it, in a roller.###i want  to do it  about the same color. and just be a little,###speakerb12.",NA,NA,142815:09:00,brush,spray,sponge
17,NA,single_generic_trial,NA,NA,are darling,"well, rabbits are darling.",NA,are,rabbits,"###speakera65.###oh, my word.###speakerb66.###uh,.###speakera67.###and do they, they just paper train it or something?###speakerb68.###i guess.###speakera69.###speakerb7.###i guess,###yeah,###and i would imagine that they don&quotechart have many more than one   to start with , either.###speakera71.###yeah.",NA,NA,149639:09:00,dog,fish,cats
17,NA,single_generic_trial,NA,NA,don&quotechart pay for groceries and stuff,and loans don&quotechart pay for groceries and stuff.,NA,do,loans,"###yeah.###speakera39.###because i work now,###i work full time###and, uh, you know, it,###when you put them through college  it just takes just about everything  you got .###speakerb4.###yeah.###speakera41.###they get loans and grants and scholarships and stuff like that,###that helps out,###but still, it cost a lot.###speakerb42.###oh, yeah,###i mean, just the, you know, the cost of living",NA,NA,5958:06:00,paycheck,child support,interest
17,NA,single_generic_trial,NA,NA,are just as much of a blessing inside these material things,but kids are just as much of a blessing inside these material things,NA,are,kids,"###he just works a normal job.###he probably has an income of thirty-five thousand,###but last year he made mumblex###that got him a bonus of twenty-five thousand which  allowed him to pay cash for a full size van.###speakerb122.###speakera123.###he loves god,###i mean, it was the biggest thing that any one in this company had ever done ,###speakerb124.###wow.###speakera125.###and he got  to do it###and so god just really blesses him in ways like that,### do trust god because, i don&quotechart know, kids are a blessing### and, and some people mumblex you know, we think of blessings as nice furniture and things like that,",NA,NA,47743:06:00,women,grandparents,men
17,NA,single_generic_trial,NA,NA,are kind of a problem,i mean winters are kind of a problem,NA,are,winters,"###in fact a lot of people will ride outside in the snow.###they&quotecharve got a, uh, mountain bike, you know, with the big knobby tires.###speakera14.###speakerb15.###speakera16.###yeah.###speakerb17.###and, i don&quotechart do that.### i basically, i, i pretty much lay off for the winter.###uh, i was thinking of  getting rollers for the last winter, you know, because it will help your balance when you&quotecharre indoor training .###speakera18.###um.###speakerb19.###uh, but i just, you know, more or less stocked, like an exercise bike and that kind of thing., uh,###but, yeah,",NA,NA,67262:12:00,summer,fall,spring
17,NA,single_generic_trial,NA,NA,have  to be convinced  of that,but men have  to be convinced  of that.,NA,have,men,"###yeah,###well, she&quotechars usually in bed by this time,###but she&quotechars staying up late tonight.###but,###yeah,###i want  to have a relationship with her.###you know, my dad was a very traditional dad,###and when i was a child  i didn&quotechart really know my dad very well,###and i miss that.###and i want,###speakera158.###that&quotechars the thing,### if woman&quotechars role, like we said, if women&quotechars roles change drastically, men&quotechars roles will,  too.###speakerb159.###yeah,",NA,NA,28363:06:00,women,Asians,children
17,NA,single_generic_trial,NA,NA,don&quotechart require mechanics,"diesels don&quotechart require mechanics,",NA,do,diesels,"###and you couldn&quotechart sell the thi-,###i mean, though for what you could get  for one, you might as well drive it over a cliff.###speakera29.###oh, yeah.###yeah.###speakerb3.###and, uh, the injector pump went bad###so i found a outfit down here   to rebuild it. and, uh, i-, reinstalled that###speakera31.###speakerb32.###and that was probably one of the most miserable things  i had gotten into  in a long time.###speakera33.###i don&quotechart think  i&quotechard know where  to start  with a diesel.###speakerb34.###oh, well, it, you know, i-,",NA,NA,57573:04:00,steam,Electric,gasoline
17,NA,single_generic_trial,NA,NA,seem  to be always in the mood,"but, dogs seem  to be always in the mood.",NA,seem,dogs,"###so, you know, i never really had them around me, you know,###so i&quotecharve never owned one, you know, since i,###speakerb114.###well, they&quotecharre really a lot different than dogs because they&quotecharre not, they&quotecharre very independent,###and they&quotecharre very, he&quotechars very affectionate when he wants  to be  ,###but if you want him to be  and he doesn&quotechart want  to be , he&quotecharll just, he&quotecharll, you know either scratch you or run away.###speakera115.###huh.###speakerb116.###but when he wants  to be  , uh, he&quotechars really affectionate.###he likes  to lay next to you and have you scratch his head and, and, and snuggle up to you,### and, but if he&quotechars not in the mood, you&quotechard better  stay away from him.###speakera117.###huh.###speakerb118.",NA,NA,61455:08:00,Cats,lizards,fish
17,NA,single_generic_trial,NA,NA,"come down  to supervise or, whatever","and, uh, you know, parents come down  to supervise or, whatever.",NA,come,parents,"###speakera133.###speakerb134.###uh-huh,###uh-huh.###speakera135.###we might be able  to exchange that way.###speakerb136.###uh-huh.###speakera137.###and so we will just have  to see how things work out .###but i think  the whole, you know, ideally i think, uh,  business should have the, day care centers there, whether it&quotechars the parents who  take turns  watching the kids, or whether###speakerb138.###i do too.###speakera139.###they hire a couple of people",NA,NA,97451:23:00,grandparents,aunts,uncles
17,NA,single_generic_trial,NA,NA,aren&quotechart parents any more,parents aren&quotechart parents any more.,NA,are,parents,"###i know.###speakerb12.###for what.###speakera121.###i know.###speakerb122.### give me the money###and i&quotecharll, i&quotecharll teach them something good.###speakera123.###well, you know, you know  why they do it  is so they can get them out of the house.###speakerb124.###yeah.###speakera125.###yeah,###uh, that&quotechars my other complaint.",NA,NA,36123:04:00,doctors,chilfren,actors
17,NA,single_generic_trial,NA,NA,are a large volume of annual trash,and phone books are a large volume of annual trash.,NA,are,phone books,"###yeah.###speakerb16.###speakera17.### th-, there definitely has  to be a motivation factor###and i know that, at w-, where i work ,###i work for a defense contractor.###and there&quotechars a big push on for  recycling, uh, paper materials, you know, computer output paper and also  to decrease the amount of, uh, styrofoam usage because of the, uh, the process involved in styrofoam and, and the whole eco issue and that.### and, and they&quotecharre very proactive###and, uh, matter of fact, they give you discounts if you use, uh, china wear rather than, uh, styrofoam stuff,### so. so, i-, i-, it&quotechars incentives like that that  get people people more conscious of it.###i think  that&quotechars, that&quotechars what they need  to do .  be more proactive like that.###speakerb18.###uh, i know, uh, i believe  it was last year that they actually collected the old phone books .### uh, usually have them come from mumblex you know, projects  to collect old ones.### usually just get dumped  out with the trash.",NA,NA,16679:08:00,containers,paper,spoiled food
17,NA,single_generic_trial,NA,NA,are good all the time,but cats are good all the time.,NA,are,cats,"###speakerb154.###oh, goodness.###you get so attached to them.###speakera155.###oh definitely.###speakerb156.###my mother has dogs###and i&quotecharm like, no.###speakera157.###yeah.###speakerb158.###this is nothing like cats.###speakera159.###you can walk a dog###and that&quotechars okay for weekend",NA,NA,171:06:00,fish,chinchilla,rabbit
17,NA,single_generic_trial,NA,NA,aren&quotechart none too shallow these days anyway,and interest rates aren&quotechart none too shallow these days anyway.,NA,are,interest rates,"###speakerb17.###speakera18.###d-,###yeah,### i, i made a rule  with myself when i got one  that if i couldn&quotechart pay it in full every month that i&quotechard have  to rip it up,###so.###speakerb19.###yeah.###speakera2.###speakerb21.###that&quotechars a good idea.### stops all them interest rates,###speakera22.###that&quotechars,###speakerb23.",NA,NA,113118:08:00,monthly maintence,atm,Over limit
17,NA,single_generic_trial,NA,NA,are crippled,"that way husbands are crippled,",NA,are,husbands,"###that&quotechars a part of the problem that women have always had ###and that is  accepting responsibility for things that  really are other people&quotechars responsibilities.###speakera171.###that&quotechars very true.###speakerb172.### they, they,###speakera173.###and then that way, we have not changed in, hundreds of years, have we .###speakerb174.###speakera175.###speakerb176.###that&quotechars right.###speakera177.###yeah.###speakerb178.",NA,NA,9738:09:00,wives,lawyers,doctors
17,49479,NA,27281:09:00,0,NA,NA,help  create that,NA,NA,NA,Doctors,1,NA,NA,NA,NA
17,49479,NA,27281:09:00,0,NA,NA,help  create that,NA,NA,NA,Electricians,1,NA,NA,NA,NA
17,49479,NA,27281:09:00,0,NA,NA,help  create that,NA,NA,NA,Politicians,1,NA,NA,NA,NA
17,23241,NA,8185:16:00,1,NA,NA,are notorious,NA,NA,NA,Trains,0.34,NA,NA,NA,NA
17,23241,NA,8185:16:00,1,NA,NA,are notorious,NA,NA,NA,Taxis,0.15,NA,NA,NA,NA
17,23241,NA,8185:16:00,1,NA,NA,are notorious,NA,NA,NA,Planes,0.16,NA,NA,NA,NA
17,17254,NA,137655:11:00,2,NA,NA,are probably the most fickle people in the world,NA,NA,NA,Soccer fans,0.07,NA,NA,NA,NA
17,17254,NA,137655:11:00,2,NA,NA,are probably the most fickle people in the world,NA,NA,NA,Nascar fans,0.3,NA,NA,NA,NA
17,17254,NA,137655:11:00,2,NA,NA,are probably the most fickle people in the world,NA,NA,NA,Movie buffs,0.3,NA,NA,NA,NA
17,21370,NA,148447:14:00,3,NA,NA,are okay,NA,NA,NA,Rock,0.7,NA,NA,NA,NA
17,21370,NA,148447:14:00,3,NA,NA,are okay,NA,NA,NA,Pop,0.8,NA,NA,NA,NA
17,21370,NA,148447:14:00,3,NA,NA,are okay,NA,NA,NA,Country,0.85,NA,NA,NA,NA
17,17079,NA,59934:09:00,4,NA,NA,are real high maintenances,NA,NA,NA,cats,0.19,NA,NA,NA,NA
17,17079,NA,59934:09:00,4,NA,NA,are real high maintenances,NA,NA,NA,reptiles,0.9,NA,NA,NA,NA
17,17079,NA,59934:09:00,4,NA,NA,are real high maintenances,NA,NA,NA,Hamster,0.6,NA,NA,NA,NA
17,13450,NA,142815:09:00,5,NA,NA,are so messy,NA,NA,NA,brush,0.6,NA,NA,NA,NA
17,13450,NA,142815:09:00,5,NA,NA,are so messy,NA,NA,NA,sponge,0.9,NA,NA,NA,NA
17,13450,NA,142815:09:00,5,NA,NA,are so messy,NA,NA,NA,spray,0.9,NA,NA,NA,NA
17,17351,NA,149639:09:00,6,NA,NA,are darling,NA,NA,NA,dog,0.85,NA,NA,NA,NA
17,17351,NA,149639:09:00,6,NA,NA,are darling,NA,NA,NA,cats,0.85,NA,NA,NA,NA
17,17351,NA,149639:09:00,6,NA,NA,are darling,NA,NA,NA,fish,0.5,NA,NA,NA,NA
17,27893,NA,5958:06:00,7,NA,NA,don&quotechart pay for groceries and stuff,NA,NA,NA,paycheck,0.02,NA,NA,NA,NA
17,27893,NA,5958:06:00,7,NA,NA,don&quotechart pay for groceries and stuff,NA,NA,NA,interest,0.17,NA,NA,NA,NA
17,27893,NA,5958:06:00,7,NA,NA,don&quotechart pay for groceries and stuff,NA,NA,NA,child support,0,NA,NA,NA,NA
17,27457,NA,47743:06:00,8,NA,NA,are just as much of a blessing inside these material things,NA,NA,NA,women,0.01,NA,NA,NA,NA
17,27457,NA,47743:06:00,8,NA,NA,are just as much of a blessing inside these material things,NA,NA,NA,men,0,NA,NA,NA,NA
17,27457,NA,47743:06:00,8,NA,NA,are just as much of a blessing inside these material things,NA,NA,NA,grandparents,0,NA,NA,NA,NA
17,22238,NA,67262:12:00,9,NA,NA,are kind of a problem,NA,NA,NA,summer,0.51,NA,NA,NA,NA
17,22238,NA,67262:12:00,9,NA,NA,are kind of a problem,NA,NA,NA,spring,0.26,NA,NA,NA,NA
17,22238,NA,67262:12:00,9,NA,NA,are kind of a problem,NA,NA,NA,fall,0.35,NA,NA,NA,NA
17,35903,NA,28363:06:00,10,NA,NA,have  to be convinced  of that,NA,NA,NA,women,0.58,NA,NA,NA,NA
17,35903,NA,28363:06:00,10,NA,NA,have  to be convinced  of that,NA,NA,NA,children,0.29,NA,NA,NA,NA
17,35903,NA,28363:06:00,10,NA,NA,have  to be convinced  of that,NA,NA,NA,Asians,0.5,NA,NA,NA,NA
17,13723,NA,57573:04:00,11,NA,NA,don&quotechart require mechanics,NA,NA,NA,steam,0,NA,NA,NA,NA
17,13723,NA,57573:04:00,11,NA,NA,don&quotechart require mechanics,NA,NA,NA,gasoline,0.01,NA,NA,NA,NA
17,13723,NA,57573:04:00,11,NA,NA,don&quotechart require mechanics,NA,NA,NA,Electric,0,NA,NA,NA,NA
17,23766,NA,61455:08:00,12,NA,NA,seem  to be always in the mood,NA,NA,NA,Cats,0.3,NA,NA,NA,NA
17,23766,NA,61455:08:00,12,NA,NA,seem  to be always in the mood,NA,NA,NA,fish,0.01,NA,NA,NA,NA
17,23766,NA,61455:08:00,12,NA,NA,seem  to be always in the mood,NA,NA,NA,lizards,0.2,NA,NA,NA,NA
17,86563,NA,97451:23:00,13,NA,NA,"come down  to supervise or, whatever",NA,NA,NA,grandparents,0.5,NA,NA,NA,NA
17,86563,NA,97451:23:00,13,NA,NA,"come down  to supervise or, whatever",NA,NA,NA,uncles,0.03,NA,NA,NA,NA
17,86563,NA,97451:23:00,13,NA,NA,"come down  to supervise or, whatever",NA,NA,NA,aunts,0,NA,NA,NA,NA
17,42332,NA,36123:04:00,14,NA,NA,aren&quotechart parents any more,NA,NA,NA,doctors,0.28,NA,NA,NA,NA
17,42332,NA,36123:04:00,14,NA,NA,aren&quotechart parents any more,NA,NA,NA,actors,0.28,NA,NA,NA,NA
17,42332,NA,36123:04:00,14,NA,NA,aren&quotechart parents any more,NA,NA,NA,chilfren,0.01,NA,NA,NA,NA
17,17677,NA,16679:08:00,15,NA,NA,are a large volume of annual trash,NA,NA,NA,containers,0.93,NA,NA,NA,NA
17,17677,NA,16679:08:00,15,NA,NA,are a large volume of annual trash,NA,NA,NA,spoiled food,0.34,NA,NA,NA,NA
17,17677,NA,16679:08:00,15,NA,NA,are a large volume of annual trash,NA,NA,NA,paper,0.65,NA,NA,NA,NA
17,13577,NA,171:06:00,16,NA,NA,are good all the time,NA,NA,NA,fish,0.99,NA,NA,NA,NA
17,13577,NA,171:06:00,16,NA,NA,are good all the time,NA,NA,NA,rabbit,0.68,NA,NA,NA,NA
17,13577,NA,171:06:00,16,NA,NA,are good all the time,NA,NA,NA,chinchilla,0.67,NA,NA,NA,NA
17,24386,NA,113118:08:00,17,NA,NA,aren&quotechart none too shallow these days anyway,NA,NA,NA,monthly maintence,0.52,NA,NA,NA,NA
17,24386,NA,113118:08:00,17,NA,NA,aren&quotechart none too shallow these days anyway,NA,NA,NA,Over limit,0.78,NA,NA,NA,NA
17,24386,NA,113118:08:00,17,NA,NA,aren&quotechart none too shallow these days anyway,NA,NA,NA,atm,0.7,NA,NA,NA,NA
17,21091,NA,9738:09:00,18,NA,NA,are crippled,NA,NA,NA,wives,0.25,NA,NA,NA,NA
17,21091,NA,9738:09:00,18,NA,NA,are crippled,NA,NA,NA,doctors,0.11,NA,NA,NA,NA
17,21091,NA,9738:09:00,18,NA,NA,are crippled,NA,NA,NA,lawyers,0.2,NA,NA,NA,NA
18,NA,single_generic_trial,NA,NA,are notorious,"i mean, school buses are notorious.",NA,are,school buses,"###well,###speakera71.###speakerb72.###supposedly that&quotechars supposed  to catch it.###but i&quotecharll tell you what,###and even these buses, oh lord, it real bad.###these buses in raleigh,###speakera73.###yeah,###school buses and the commercial buses,###speakerb74.###oh, yeah.###speakera75.###yeah.###speakerb76.",NA,NA,8185:16:00,Taxi,Trolley,Limosine
18,NA,single_generic_trial,NA,NA,are kind of a problem,i mean winters are kind of a problem,NA,are,winters,"###in fact a lot of people will ride outside in the snow.###they&quotecharve got a, uh, mountain bike, you know, with the big knobby tires.###speakera14.###speakerb15.###speakera16.###yeah.###speakerb17.###and, i don&quotechart do that.### i basically, i, i pretty much lay off for the winter.###uh, i was thinking of  getting rollers for the last winter, you know, because it will help your balance when you&quotecharre indoor training .###speakera18.###um.###speakerb19.###uh, but i just, you know, more or less stocked, like an exercise bike and that kind of thing., uh,###but, yeah,",NA,NA,67262:12:00,Summer,Fall,Spring
18,NA,single_generic_trial,NA,NA,are crippled,"that way husbands are crippled,",NA,are,husbands,"###that&quotechars a part of the problem that women have always had ###and that is  accepting responsibility for things that  really are other people&quotechars responsibilities.###speakera171.###that&quotechars very true.###speakerb172.### they, they,###speakera173.###and then that way, we have not changed in, hundreds of years, have we .###speakerb174.###speakera175.###speakerb176.###that&quotechars right.###speakera177.###yeah.###speakerb178.",NA,NA,9738:09:00,Sons,Mothers,Daughters
18,NA,single_generic_trial,NA,NA,"come down  to supervise or, whatever","and, uh, you know, parents come down  to supervise or, whatever.",NA,come,parents,"###speakera133.###speakerb134.###uh-huh,###uh-huh.###speakera135.###we might be able  to exchange that way.###speakerb136.###uh-huh.###speakera137.###and so we will just have  to see how things work out .###but i think  the whole, you know, ideally i think, uh,  business should have the, day care centers there, whether it&quotechars the parents who  take turns  watching the kids, or whether###speakerb138.###i do too.###speakera139.###they hire a couple of people",NA,NA,97451:23:00,Husbands,Students,Wives
18,NA,single_generic_trial,NA,NA,are good all the time,but cats are good all the time.,NA,are,cats,"###speakerb154.###oh, goodness.###you get so attached to them.###speakera155.###oh definitely.###speakerb156.###my mother has dogs###and i&quotecharm like, no.###speakera157.###yeah.###speakerb158.###this is nothing like cats.###speakera159.###you can walk a dog###and that&quotechars okay for weekend",NA,NA,171:06:00,Dog,Lizard,Hamster
18,NA,single_generic_trial,NA,NA,are a large volume of annual trash,and phone books are a large volume of annual trash.,NA,are,phone books,"###yeah.###speakerb16.###speakera17.### th-, there definitely has  to be a motivation factor###and i know that, at w-, where i work ,###i work for a defense contractor.###and there&quotechars a big push on for  recycling, uh, paper materials, you know, computer output paper and also  to decrease the amount of, uh, styrofoam usage because of the, uh, the process involved in styrofoam and, and the whole eco issue and that.### and, and they&quotecharre very proactive###and, uh, matter of fact, they give you discounts if you use, uh, china wear rather than, uh, styrofoam stuff,### so. so, i-, i-, it&quotechars incentives like that that  get people people more conscious of it.###i think  that&quotechars, that&quotechars what they need  to do .  be more proactive like that.###speakerb18.###uh, i know, uh, i believe  it was last year that they actually collected the old phone books .### uh, usually have them come from mumblex you know, projects  to collect old ones.### usually just get dumped  out with the trash.",NA,NA,16679:08:00,Wrappers,Paper Towels,Soda Cans
18,NA,single_generic_trial,NA,NA,are okay,"uh, uh, blues are okay.",NA,are,blues,"###speakerb44.###oh, yeah?###speakera45.###so, uh, that&quotechars where my two, my two listening enjoyments are ,###but, you know, jazz can get on my nerves after a while.###uh, you can&quotechart just listen to it, you know, to, uh, especially a lot of the deeper stuff,###you just can&quotechart listen to it for enjoyment unless you&quotecharre. yeah, unless, unless you&quotecharre playing it,###speakerb46.###it&quotechars too, um, uh,###you have  to concentrate on it, it seems  .###speakera47.### it just, it just doesn&quotechart do anything.###speakerb48.###what about the blues or something like that?###speakera49.",NA,NA,148447:14:00,Pop,Rap,Rock
18,NA,single_generic_trial,NA,NA,seem  to be always in the mood,"but, dogs seem  to be always in the mood.",NA,seem,dogs,"###so, you know, i never really had them around me, you know,###so i&quotecharve never owned one, you know, since i,###speakerb114.###well, they&quotecharre really a lot different than dogs because they&quotecharre not, they&quotecharre very independent,###and they&quotecharre very, he&quotechars very affectionate when he wants  to be  ,###but if you want him to be  and he doesn&quotechart want  to be , he&quotecharll just, he&quotecharll, you know either scratch you or run away.###speakera115.###huh.###speakerb116.###but when he wants  to be  , uh, he&quotechars really affectionate.###he likes  to lay next to you and have you scratch his head and, and, and snuggle up to you,### and, but if he&quotechars not in the mood, you&quotechard better  stay away from him.###speakera117.###huh.###speakerb118.",NA,NA,61455:08:00,Cat,Bird,Rabbit
18,NA,single_generic_trial,NA,NA,don&quotechart require mechanics,"diesels don&quotechart require mechanics,",NA,do,diesels,"###and you couldn&quotechart sell the thi-,###i mean, though for what you could get  for one, you might as well drive it over a cliff.###speakera29.###oh, yeah.###yeah.###speakerb3.###and, uh, the injector pump went bad###so i found a outfit down here   to rebuild it. and, uh, i-, reinstalled that###speakera31.###speakerb32.###and that was probably one of the most miserable things  i had gotten into  in a long time.###speakera33.###i don&quotechart think  i&quotechard know where  to start  with a diesel.###speakerb34.###oh, well, it, you know, i-,",NA,NA,57573:04:00,Gas,Biofuel,Natural Gas
18,NA,single_generic_trial,NA,NA,are so messy,uh. rollers are so messy.,NA,are,rollers,"###it was like over two hundred dollars worth of free stuff.###speakera115.###oh, my word.###speakerb116.###speakera117.###oh, my word.###well, he really saved in that way.###speakerb118.###yeah.###speakera119.###but, yeah,###i think  we are going  to do, uh, another bathroom,###but i think  i will probably just do it, in a roller.###i want  to do it  about the same color. and just be a little,###speakerb12.",NA,NA,142815:09:00,Brush,Paint,Pan
18,NA,single_generic_trial,NA,NA,are real high maintenances,"well, dogs are real high maintenances,",NA,are,dogs,"###uh-huh.###speakera17.###um, but we, um, we house sat for a, um, my, um, my wife&quotechars boss a couple weeks ago###and, um, uh, he has a dog and everything,### we were, you know, we were sitting the dog and everything###and, uh, i felt like just miserable all weekend###and it really didn&quotechart dawn on me until sunday,###it was like, hey, maybe you&quotecharre still allergic to the dog.###it was like, oh, that could be it.###speakerb18.###the thing   i don&quotechart like  about dogs sometimes is that the house will just reek, of the dogs, and constantly.###speakera19.###yeah.###speakerb2.###speakera21.",NA,NA,59934:09:00,Gerbils,Fish,Guinea Pigs
